,barcode,letters,gene_name,global_X_pos,global_Y_pos
2865,481434,CCMCT,mitotic figure,76103,71851
2866,481435,CCMCT,mitotic figure,76298,71675
2867,481436,CCMCT,mitotic figure,76020,71641
2868,481437,CCMCT,mitotic figure,75917,71455
2869,481438,CCMCT,mitotic figure,92035,43349
2870,481439,CCMCT,mitotic figure,56565,70326
2871,481440,CCMCT,mitotic figure,89542,33725
2872,481441,CCMCT,mitotic figure,95861,48282
2873,481442,CCMCT,mitotic figure,95471,48405
2874,481443,CCMCT,mitotic figure,95466,48353
2875,481444,CCMCT,mitotic figure,19113,47327
2876,481445,CCMCT,mitotic figure,18484,47316
2877,481446,CCMCT,mitotic figure,18411,47355
2878,481447,CCMCT,mitotic figure,97398,56131
2879,481448,CCMCT,mitotic figure,97647,56183
2880,481449,CCMCT,other/ambiguous cells,52078,55204
2881,481450,CCMCT,mitotic figure,52495,55150
2882,481451,CCMCT,Mitotic figure lookalike,52613,55506
2883,481452,CCMCT,mitotic figure,88973,55712
2884,481453,CCMCT,other/ambiguous cells,70075,66766
2885,481454,CCMCT,mitotic figure,72320,32040
2886,481455,CCMCT,mitotic figure,21930,65580
2887,481456,CCMCT,mitotic figure,91147,73392
2888,481457,CCMCT,mitotic figure,73006,39565
2889,481458,CCMCT,mitotic figure,89057,38268
2890,481459,CCMCT,mitotic figure,41481,61106
2891,481460,CCMCT,mitotic figure,41023,61007
2892,481461,CCMCT,mitotic figure,45060,45609
2893,481462,CCMCT,mitotic figure,81290,62084
2894,481463,CCMCT,mitotic figure,81352,61801
2895,481464,CCMCT,mitotic figure,80880,61723
2896,481465,CCMCT,other/ambiguous cells,91663,75692
2897,481466,CCMCT,mitotic figure,45767,14368
2898,481467,CCMCT,mitotic figure,79730,56380
2899,481468,CCMCT,mitotic figure,79681,56657
2900,481469,CCMCT,mitotic figure,65270,27932
2901,481470,CCMCT,mitotic figure,65136,27631
2902,481471,CCMCT,mitotic figure,64509,28028
2903,481472,CCMCT,mitotic figure,72829,74038
2904,481473,CCMCT,mitotic figure,81022,18499
2905,481474,CCMCT,mitotic figure,80939,18557
2906,481475,CCMCT,other/ambiguous cells,80906,18543
2907,481476,CCMCT,Mitotic figure lookalike,16374,45122
2908,481477,CCMCT,mitotic figure,55113,32398
2909,481478,CCMCT,other/ambiguous cells,55872,32182
2910,481479,CCMCT,mitotic figure,40587,32747
2911,481480,CCMCT,mitotic figure,41111,32952
2912,481481,CCMCT,mitotic figure,51873,77256
2913,481482,CCMCT,mitotic figure,19349,59654
2914,481483,CCMCT,mitotic figure,18797,60103
2915,481484,CCMCT,mitotic figure,55508,67856
2916,481485,CCMCT,mitotic figure,55476,67906
2917,481486,CCMCT,mitotic figure,69412,69858
2918,481487,CCMCT,mitotic figure,57781,10885
2919,481488,CCMCT,mitotic figure,57625,10861
2920,481489,CCMCT,mitotic figure,73182,20093
2921,481490,CCMCT,mitotic figure,93433,52057
2922,481491,CCMCT,mitotic figure,61755,53846
2923,481492,CCMCT,mitotic figure,92125,72435
2924,481493,CCMCT,Mitotic figure lookalike,91990,72372
2925,481494,CCMCT,mitotic figure,79938,53076
2926,481495,CCMCT,tumor cell,79963,53117
2927,481496,CCMCT,mitotic figure,30534,28508
2928,481497,CCMCT,mitotic figure,70519,30626
2929,481498,CCMCT,other/ambiguous cells,70645,30608
2930,481499,CCMCT,other/ambiguous cells,70355,30637
2931,481500,CCMCT,mitotic figure,70348,30426
2932,481501,CCMCT,mitotic figure,36813,29584
2933,481502,CCMCT,mitotic figure,77562,19482
2934,481503,CCMCT,mitotic figure,77749,19427
2935,481504,CCMCT,mitotic figure,70865,68015
2936,481505,CCMCT,tumor cell,98279,74112
2937,481506,CCMCT,other/ambiguous cells,97910,73945
2938,481507,CCMCT,mitotic figure,97885,73743
2939,481508,CCMCT,mitotic figure,82976,49554
2940,481509,CCMCT,mitotic figure,83201,49645
2941,481510,CCMCT,mitotic figure,97505,51420
2942,481511,CCMCT,mitotic figure,97932,51142
2943,481512,CCMCT,mitotic figure,97902,51228
2944,481513,CCMCT,mitotic figure,96043,58827
2945,481514,CCMCT,mitotic figure,96075,58999
2946,481515,CCMCT,mitotic figure,95692,59023
2947,481516,CCMCT,mitotic figure,86806,70656
2948,481517,CCMCT,mitotic figure,87511,70287
2949,481518,CCMCT,mitotic figure,87100,70461
2950,481519,CCMCT,mitotic figure,87781,61023
2951,481520,CCMCT,mitotic figure,87027,61064
2952,481521,CCMCT,mitotic figure,87009,60919
2953,481522,CCMCT,tumor cell,87568,61228
2954,481523,CCMCT,tumor cell,87669,61215
2955,481524,CCMCT,tumor cell,87428,61051
2956,481525,CCMCT,mitotic figure,18292,54913
2957,481526,CCMCT,tumor cell,59489,49879
2958,481527,CCMCT,other/ambiguous cells,87541,47395
2959,481528,CCMCT,mitotic figure,77491,32061
2960,481529,CCMCT,Mitotic figure lookalike,77916,32341
2961,481530,CCMCT,mitotic figure,78902,34692
2962,481531,CCMCT,mitotic figure,24514,41730
2963,481532,CCMCT,mitotic figure,23878,41995
2964,481533,CCMCT,mitotic figure,81560,43984
2965,481534,CCMCT,mitotic figure,95268,52773
2966,481535,CCMCT,mitotic figure,84139,71967
2967,481536,CCMCT,Mitotic figure lookalike,85884,48515
2968,481537,CCMCT,other/ambiguous cells,45775,45013
2969,481538,CCMCT,other/ambiguous cells,45976,45041
2970,481539,CCMCT,mitotic figure,87114,58420
2971,481540,CCMCT,mitotic figure,87269,58334
2972,481541,CCMCT,mitotic figure,66108,31321
2973,481542,CCMCT,mitotic figure,77964,56020
2974,481543,CCMCT,mitotic figure,55034,66790
2975,481544,CCMCT,Mitotic figure lookalike,54991,66800
2976,481545,CCMCT,mitotic figure,82021,43513
2977,481546,CCMCT,mitotic figure,82090,43634
2978,481547,CCMCT,mitotic figure,82355,43545
2979,481548,CCMCT,mitotic figure,81857,43733
2980,481549,CCMCT,mitotic figure,92392,41000
2981,481550,CCMCT,mitotic figure,92571,41280
2982,481551,CCMCT,mitotic figure,30744,33672
2983,481552,CCMCT,other/ambiguous cells,8596,65369
2984,481553,CCMCT,mitotic figure,31356,32802
2985,481554,CCMCT,tumor cell,31140,32784
2986,481555,CCMCT,mitotic figure,31113,32536
2987,481556,CCMCT,Mitotic figure lookalike,26534,32675
2988,481557,CCMCT,mitotic figure,26526,32636
2989,481558,CCMCT,mitotic figure,26344,32480
2990,481559,CCMCT,tumor cell,34655,53997
2991,481560,CCMCT,mitotic figure,51730,54096
2992,481561,CCMCT,mitotic figure,64523,37994
2993,481562,CCMCT,mitotic figure,78179,59829
2994,481563,CCMCT,mitotic figure,61976,25126
2995,481564,CCMCT,mitotic figure,62150,25146
2996,481565,CCMCT,Mitotic figure lookalike,76516,57532
2997,481566,CCMCT,Mitotic figure lookalike,36429,38832
2998,481567,CCMCT,Mitotic figure lookalike,36386,39276
2999,481568,CCMCT,mitotic figure,52612,49781
3000,481569,CCMCT,other/ambiguous cells,52131,49811
3001,481570,CCMCT,mitotic figure,85073,26656
3002,481571,CCMCT,mitotic figure,12229,64569
3003,481572,CCMCT,mitotic figure,90326,33322
3004,481573,CCMCT,mitotic figure,71166,39811
3005,481574,CCMCT,mitotic figure,95060,56733
3006,481575,CCMCT,mitotic figure,95434,56610
3007,481576,CCMCT,mitotic figure,89434,51029
3008,481577,CCMCT,mitotic figure,62036,28216
3009,481578,CCMCT,Mitotic figure lookalike,19138,64879
3010,481579,CCMCT,mitotic figure,19510,64943
3011,481580,CCMCT,mitotic figure,18705,65223
3012,481581,CCMCT,mitotic figure,19116,65323
3013,481582,CCMCT,mitotic figure,73905,32574
3014,481583,CCMCT,mitotic figure,99244,55729
3015,481584,CCMCT,mitotic figure,74900,25375
3016,481585,CCMCT,mitotic figure,74136,25545
3017,481586,CCMCT,mitotic figure,89210,31423
3018,481587,CCMCT,mitotic figure,77876,44890
3019,481588,CCMCT,mitotic figure,32691,48219
3020,481589,CCMCT,mitotic figure,90227,37486
3021,481590,CCMCT,mitotic figure,74995,58404
3022,481591,CCMCT,mitotic figure,85756,50117
3023,481592,CCMCT,tumor cell,38417,37132
3024,481593,CCMCT,mitotic figure,38225,37440
3025,481594,CCMCT,Mitotic figure lookalike,56161,70018
3026,481595,CCMCT,mitotic figure,85429,72164
3027,481596,CCMCT,mitotic figure,84973,71932
3028,481597,CCMCT,other/ambiguous cells,84609,71659
3029,481598,CCMCT,mitotic figure,84504,72027
3030,481599,CCMCT,mitotic figure,73197,49663
3031,481600,CCMCT,mitotic figure,60490,76913
3032,481601,CCMCT,mitotic figure,68878,50006
3033,481602,CCMCT,mitotic figure,68722,50409
3034,481603,CCMCT,mitotic figure,78824,38561
3035,481604,CCMCT,mitotic figure,79231,38232
3036,481605,CCMCT,mitotic figure,78026,44479
3037,481606,CCMCT,mitotic figure,77524,44475
3038,481607,CCMCT,mitotic figure,96218,65470
3039,481608,CCMCT,mitotic figure,96657,65232
3040,481609,CCMCT,mitotic figure,96943,65168
3041,481610,CCMCT,other/ambiguous cells,74207,20291
3042,481611,CCMCT,mitotic figure,93094,49510
3043,481612,CCMCT,mitotic figure,92690,49829
3044,481613,CCMCT,mitotic figure,62483,30496
3045,481614,CCMCT,mitotic figure,62364,30832
3046,481615,CCMCT,mitotic figure,62419,30829
3047,481616,CCMCT,mitotic figure,50240,16109
3048,481617,CCMCT,mitotic figure,50671,16009
3049,481618,CCMCT,other/ambiguous cells,50681,15962
3050,481619,CCMCT,mitotic figure,58495,19926
3051,481620,CCMCT,mitotic figure,79394,66162
3052,481621,CCMCT,mitotic figure,79794,66499
3053,481622,CCMCT,mitotic figure,79367,66300
3054,481623,CCMCT,mitotic figure,80075,66565
3055,481624,CCMCT,mitotic figure,79648,66126
3056,481625,CCMCT,mitotic figure,79688,66314
3057,481626,CCMCT,mitotic figure,84207,47965
3058,481627,CCMCT,mitotic figure,84065,48037
3059,481628,CCMCT,mitotic figure,54686,49461
3060,481629,CCMCT,mitotic figure,29461,50360
3061,481630,CCMCT,mitotic figure,71580,57568
3062,481631,CCMCT,mitotic figure,70817,57824
3063,481632,CCMCT,mitotic figure,80637,65379
3064,481633,CCMCT,mitotic figure,98938,52910
3065,481634,CCMCT,mitotic figure,98967,52946
3066,481635,CCMCT,mitotic figure,57510,17472
3067,481636,CCMCT,mitotic figure,28699,23023
3068,481637,CCMCT,mitotic figure,74015,26105
3069,481638,CCMCT,mitotic figure,70852,47885
3070,481639,CCMCT,mitotic figure,70999,48207
3071,481640,CCMCT,mitotic figure,67035,36598
3072,481641,CCMCT,mitotic figure,76736,22209
3073,481642,CCMCT,Mitotic figure lookalike,22511,53565
3074,481643,CCMCT,mitotic figure,61266,14718
3075,481644,CCMCT,mitotic figure,61735,34309
3076,481645,CCMCT,mitotic figure,61769,34354
3077,481646,CCMCT,mitotic figure,75538,32270
3078,481647,CCMCT,mitotic figure,89398,45239
3079,481648,CCMCT,mitotic figure,34803,35486
3080,481649,CCMCT,mitotic figure,15771,65768
3081,481650,CCMCT,tumor cell,27512,43891
3082,481651,CCMCT,mitotic figure,75055,62972
3083,481652,CCMCT,mitotic figure,79069,41605
3084,481653,CCMCT,Mitotic figure lookalike,97360,62247
3085,481654,CCMCT,mitotic figure,97992,62050
3086,481655,CCMCT,mitotic figure,24541,53280
3087,481656,CCMCT,mitotic figure,24566,52892
3088,481657,CCMCT,Mitotic figure lookalike,86573,34834
3089,481658,CCMCT,mitotic figure,86556,34800
3090,481659,CCMCT,mitotic figure,59627,52980
3091,481660,CCMCT,mitotic figure,92326,48214
3092,481661,CCMCT,other/ambiguous cells,92555,47865
3093,481662,CCMCT,other/ambiguous cells,54244,59149
3094,481663,CCMCT,other/ambiguous cells,53815,59050
3095,481664,CCMCT,mitotic figure,94604,54615
3096,481665,CCMCT,mitotic figure,95176,54193
3097,481666,CCMCT,mitotic figure,94401,54261
3098,481667,CCMCT,mitotic figure,73878,33181
3099,481668,CCMCT,mitotic figure,73763,33203
3100,481669,CCMCT,mitotic figure,92232,46484
3101,481670,CCMCT,mitotic figure,92538,46774
3102,481671,CCMCT,mitotic figure,67183,47727
3103,481672,CCMCT,mitotic figure,27151,31636
3104,481673,CCMCT,mitotic figure,26767,31721
3105,481674,CCMCT,mitotic figure,72311,52035
3106,481675,CCMCT,mitotic figure,72348,51963
3107,481676,CCMCT,Mitotic figure lookalike,72595,51862
3108,481677,CCMCT,mitotic figure,54793,72566
3109,481678,CCMCT,mitotic figure,54444,72807
3110,481679,CCMCT,mitotic figure,84982,70691
3111,481680,CCMCT,mitotic figure,85099,70859
3112,481681,CCMCT,mitotic figure,85127,70529
3113,481682,CCMCT,mitotic figure,85460,70974
3114,481683,CCMCT,mitotic figure,92571,53573
3115,481684,CCMCT,mitotic figure,92296,53754
3116,481685,CCMCT,mitotic figure,93097,53786
3117,481686,CCMCT,mitotic figure,37227,27293
3118,481687,CCMCT,other/ambiguous cells,54280,50041
3119,481688,CCMCT,mitotic figure,81008,33976
3120,481689,CCMCT,mitotic figure,86295,68280
3121,481690,CCMCT,Mitotic figure lookalike,86266,68567
3122,481691,CCMCT,mitotic figure,92334,54768
3123,481692,CCMCT,Mitotic figure lookalike,92432,54556
3124,481693,CCMCT,mitotic figure,50055,35751
3125,481694,CCMCT,mitotic figure,66033,72730
3126,481695,CCMCT,mitotic figure,80959,71250
3127,481696,CCMCT,mitotic figure,32897,47110
3128,481697,CCMCT,mitotic figure,45901,24674
3129,481698,CCMCT,mitotic figure,13234,58763
3130,481699,CCMCT,mitotic figure,50084,34126
3131,481700,CCMCT,Mitotic figure lookalike,50185,34149
3132,481701,CCMCT,other/ambiguous cells,50682,34305
3133,481702,CCMCT,Mitotic figure lookalike,50107,34275
3134,481703,CCMCT,other/ambiguous cells,50314,34330
3135,481704,CCMCT,mitotic figure,87169,71781
3136,481705,CCMCT,mitotic figure,87175,72013
3137,481706,CCMCT,Mitotic figure lookalike,87217,71959
3138,481707,CCMCT,mitotic figure,55191,78002
3139,481708,CCMCT,mitotic figure,30441,21507
3140,481709,CCMCT,mitotic figure,96314,48116
3141,481710,CCMCT,mitotic figure,84376,31956
3142,481711,CCMCT,mitotic figure,99602,74804
3143,481712,CCMCT,mitotic figure,99255,74873
3144,481713,CCMCT,mitotic figure,18116,55892
3145,481714,CCMCT,mitotic figure,38657,45024
3146,481715,CCMCT,mitotic figure,18426,45187
3147,481716,CCMCT,other/ambiguous cells,18407,45234
3148,481717,CCMCT,mitotic figure,86131,42351
3149,481718,CCMCT,mitotic figure,73326,44654
3150,481719,CCMCT,mitotic figure,97150,70984
3151,481720,CCMCT,mitotic figure,97142,71132
3152,481721,CCMCT,mitotic figure,96903,70916
3153,481722,CCMCT,mitotic figure,73140,75220
3154,481723,CCMCT,mitotic figure,72987,75025
3155,481724,CCMCT,tumor cell,42761,59206
3156,481725,CCMCT,mitotic figure,90294,38875
3157,481726,CCMCT,Mitotic figure lookalike,58971,52027
3158,481727,CCMCT,tumor cell,58443,51992
3159,481728,CCMCT,mitotic figure,83138,34090
3160,481729,CCMCT,Mitotic figure lookalike,83663,33962
3161,481730,CCMCT,Mitotic figure lookalike,81851,28862
3162,481731,CCMCT,mitotic figure,72131,52242
3163,481732,CCMCT,tumor cell,49130,20261
3164,481733,CCMCT,mitotic figure,27435,40879
3165,481734,CCMCT,mitotic figure,63542,70252
3166,481735,CCMCT,mitotic figure,63230,70308
3167,481736,CCMCT,other/ambiguous cells,63161,70261
3168,481737,CCMCT,Mitotic figure lookalike,63961,70005
3169,481738,CCMCT,mitotic figure,63458,70472
3170,481739,CCMCT,mitotic figure,69668,64025
3171,481740,CCMCT,other/ambiguous cells,70063,64383
3172,481741,CCMCT,tumor cell,65037,64595
3173,481742,CCMCT,mitotic figure,64885,64661
3174,481743,CCMCT,Mitotic figure lookalike,69011,72655
3175,481744,CCMCT,other/ambiguous cells,65686,58319
3176,481745,CCMCT,mitotic figure,63852,67898
3177,481746,CCMCT,mitotic figure,80741,20645
3178,481747,CCMCT,mitotic figure,99219,75489
3179,481748,CCMCT,mitotic figure,98734,75726
3180,481749,CCMCT,mitotic figure,99123,75373
3181,481750,CCMCT,mitotic figure,80139,75293
3182,481751,CCMCT,mitotic figure,80272,75363
3183,481752,CCMCT,tumor cell,80724,75313
3184,481753,CCMCT,mitotic figure,80883,74978
3185,481754,CCMCT,mitotic figure,80696,75460
3186,481755,CCMCT,mitotic figure,95240,51143
3187,481756,CCMCT,Mitotic figure lookalike,94668,51444
3188,481757,CCMCT,mitotic figure,88704,26776
3189,481758,CCMCT,mitotic figure,84716,41769
3190,481759,CCMCT,mitotic figure,80495,45939
3191,481760,CCMCT,other/ambiguous cells,75938,49030
3192,481761,CCMCT,mitotic figure,76657,49173
3193,481762,CCMCT,mitotic figure,79051,23050
3194,481763,CCMCT,mitotic figure,79306,23204
3195,481764,CCMCT,mitotic figure,85990,56440
3196,481765,CCMCT,mitotic figure,89258,50573
3197,481766,CCMCT,mitotic figure,18624,43942
3198,481767,CCMCT,mitotic figure,17859,43786
3199,481768,CCMCT,mitotic figure,74053,70335
3200,481769,CCMCT,mitotic figure,73927,70331
3201,481770,CCMCT,mitotic figure,95891,59474
3202,481771,CCMCT,mitotic figure,21343,55270
3203,481772,CCMCT,mitotic figure,87883,64906
3204,481773,CCMCT,mitotic figure,87321,64841
3205,481774,CCMCT,other/ambiguous cells,21496,44867
3206,481775,CCMCT,other/ambiguous cells,94514,57353
3207,481776,CCMCT,tumor cell,59597,54432
3208,481777,CCMCT,mitotic figure,71356,30431
3209,481778,CCMCT,mitotic figure,71566,30412
3210,481779,CCMCT,mitotic figure,13172,53782
3211,481780,CCMCT,mitotic figure,12348,53379
3212,481781,CCMCT,mitotic figure,66249,51066
3213,481782,CCMCT,mitotic figure,38878,33903
3214,481783,CCMCT,mitotic figure,38743,33886
3215,481784,CCMCT,mitotic figure,38453,33638
3216,481785,CCMCT,tumor cell,38398,33892
3217,481786,CCMCT,mitotic figure,64733,73524
3218,481787,CCMCT,tumor cell,64548,73485
3219,481788,CCMCT,mitotic figure,87310,67068
3220,481789,CCMCT,Mitotic figure lookalike,87503,67121
3221,481790,CCMCT,mitotic figure,64600,54965
3222,481791,CCMCT,mitotic figure,90110,41198
3223,481792,CCMCT,mitotic figure,88176,49832
3224,481793,CCMCT,mitotic figure,51607,44665
3225,481794,CCMCT,mitotic figure,51861,44992
3226,481795,CCMCT,mitotic figure,81597,67137
3227,481796,CCMCT,mitotic figure,12646,59616
3228,481797,CCMCT,mitotic figure,12756,59602
3229,481798,CCMCT,mitotic figure,60303,61713
3230,481799,CCMCT,mitotic figure,39375,61648
3231,481800,CCMCT,mitotic figure,74450,45572
3232,481801,CCMCT,mitotic figure,73973,45425
3233,481802,CCMCT,mitotic figure,81341,26167
3234,481803,CCMCT,mitotic figure,86505,47107
3235,481804,CCMCT,mitotic figure,88034,35341
3236,481805,CCMCT,mitotic figure,87923,35528
3237,481806,CCMCT,mitotic figure,72572,54753
3238,481807,CCMCT,tumor cell,72511,55059
3239,481808,CCMCT,tumor cell,72387,54935
3240,481809,CCMCT,mitotic figure,97135,48548
3241,481810,CCMCT,Mitotic figure lookalike,97115,48768
3242,481811,CCMCT,mitotic figure,96842,48990
3243,481812,CCMCT,mitotic figure,96910,48605
3244,481813,CCMCT,tumor cell,73091,38987
3245,481814,CCMCT,mitotic figure,84464,67422
3246,481815,CCMCT,mitotic figure,94349,62802
3247,481816,CCMCT,mitotic figure,92755,43468
3248,481817,CCMCT,mitotic figure,86684,49260
3249,481818,CCMCT,mitotic figure,87382,49090
3250,481819,CCMCT,mitotic figure,87426,49329
3251,481820,CCMCT,mitotic figure,90540,48708
3252,481821,CCMCT,mitotic figure,100685,56159
3253,481822,CCMCT,mitotic figure,100998,56284
3254,481823,CCMCT,mitotic figure,63072,31468
3255,481824,CCMCT,mitotic figure,98005,53911
3256,481825,CCMCT,mitotic figure,94877,72610
3257,481826,CCMCT,Mitotic figure lookalike,95176,72602
3258,481827,CCMCT,mitotic figure,81920,41870
3259,481828,CCMCT,mitotic figure,88206,69414
3260,481829,CCMCT,mitotic figure,94467,58365
3261,481830,CCMCT,mitotic figure,65050,26993
3262,481831,CCMCT,mitotic figure,67702,33069
3263,481832,CCMCT,mitotic figure,75261,52575
3264,481833,CCMCT,mitotic figure,75233,52562
3265,481834,CCMCT,mitotic figure,56388,75671
3266,481835,CCMCT,mitotic figure,70291,62109
3267,481836,CCMCT,mitotic figure,70400,61893
3268,481837,CCMCT,mitotic figure,81440,33166
3269,481838,CCMCT,Mitotic figure lookalike,64901,54306
3270,481839,CCMCT,mitotic figure,76138,75000
3271,481840,CCMCT,tumor cell,76932,75282
3272,481841,CCMCT,mitotic figure,82117,71690
3273,481842,CCMCT,mitotic figure,82170,72029
3274,481843,CCMCT,mitotic figure,51377,30693
3275,481844,CCMCT,mitotic figure,51725,30300
3276,481845,CCMCT,mitotic figure,84823,70000
3277,481846,CCMCT,mitotic figure,93851,70973
3278,481847,CCMCT,other/ambiguous cells,88242,50944
3279,481848,CCMCT,mitotic figure,83207,45547
3280,481849,CCMCT,mitotic figure,82780,45607
3281,481850,CCMCT,tumor cell,65879,54802
3282,481851,CCMCT,mitotic figure,66173,54616
3283,481852,CCMCT,mitotic figure,67580,31721
3284,481853,CCMCT,other/ambiguous cells,67585,31681
3285,481854,CCMCT,mitotic figure,85493,49170
3286,481855,CCMCT,tumor cell,66213,40162
3287,481856,CCMCT,mitotic figure,66319,39822
3288,481857,CCMCT,other/ambiguous cells,47344,14372
3289,481858,CCMCT,mitotic figure,82041,44426
3290,481859,CCMCT,mitotic figure,23819,32909
3291,481860,CCMCT,mitotic figure,21554,58993
3292,481861,CCMCT,tumor cell,97800,75307
3293,481862,CCMCT,tumor cell,72931,31092
3294,481863,CCMCT,mitotic figure,87971,47415
3295,481864,CCMCT,mitotic figure,27789,41629
3296,481865,CCMCT,mitotic figure,33933,53117
3297,481866,CCMCT,mitotic figure,65416,52318
3298,481867,CCMCT,tumor cell,58486,49078
3299,481868,CCMCT,mitotic figure,88484,48541
3300,481869,CCMCT,mitotic figure,90232,31691
3301,481870,CCMCT,mitotic figure,89279,31845
3302,481871,CCMCT,mitotic figure,92558,60925
3303,481872,CCMCT,mitotic figure,92112,60823
3304,481873,CCMCT,tumor cell,66944,28059
3305,481874,CCMCT,mitotic figure,79736,25117
3306,481875,CCMCT,mitotic figure,59468,29647
3307,481876,CCMCT,other/ambiguous cells,86025,67171
3308,481877,CCMCT,granulocyte,86241,67180
3309,481878,CCMCT,mitotic figure,86262,67296
3310,481879,CCMCT,tumor cell,85836,66938
3311,481880,CCMCT,tumor cell,85799,66938
3312,481881,CCMCT,mitotic figure,36431,36731
3313,481882,CCMCT,mitotic figure,90589,58704
3314,481883,CCMCT,mitotic figure,11225,66771
3315,481884,CCMCT,mitotic figure,11471,66712
3316,481885,CCMCT,tumor cell,55712,31483
3317,481886,CCMCT,other/ambiguous cells,56535,31524
3318,481887,CCMCT,Mitotic figure lookalike,67115,53653
3319,481888,CCMCT,mitotic figure,67370,53504
3320,481889,CCMCT,Mitotic figure lookalike,66356,53647
3321,481890,CCMCT,Mitotic figure lookalike,65302,33941
3322,481891,CCMCT,mitotic figure,65583,33930
3323,481892,CCMCT,mitotic figure,85895,41043
3324,481893,CCMCT,mitotic figure,86391,41435
3325,481894,CCMCT,mitotic figure,86074,41231
3326,481895,CCMCT,mitotic figure,55711,67458
3327,481896,CCMCT,mitotic figure,35699,48024
3328,481897,CCMCT,mitotic figure,36292,48241
3329,481898,CCMCT,other/ambiguous cells,57449,41449
3330,481899,CCMCT,mitotic figure,59912,53793
3331,481900,CCMCT,Mitotic figure lookalike,75900,60147
3332,481901,CCMCT,other/ambiguous cells,56079,59071
3333,481902,CCMCT,tumor cell,55449,59138
3334,481903,CCMCT,mitotic figure,59504,55228
3335,481904,CCMCT,mitotic figure,14577,53161
3336,481905,CCMCT,mitotic figure,89718,52096
3337,481906,CCMCT,mitotic figure,44272,32988
3338,481907,CCMCT,mitotic figure,38418,13092
3339,481908,CCMCT,mitotic figure,37971,12968
3340,481909,CCMCT,mitotic figure,13935,54643
3341,481910,CCMCT,mitotic figure,76484,42169
3342,481911,CCMCT,mitotic figure,76408,42476
3343,481912,CCMCT,mitotic figure,93044,66577
3344,481913,CCMCT,mitotic figure,26704,41298
3345,481914,CCMCT,Mitotic figure lookalike,68042,56176
3346,481915,CCMCT,other/ambiguous cells,68176,55959
3347,481916,CCMCT,Mitotic figure lookalike,68451,55940
3348,481917,CCMCT,tumor cell,68313,56253
3349,481918,CCMCT,mitotic figure,89792,42690
3350,481919,CCMCT,mitotic figure,89957,42934
3351,481920,CCMCT,mitotic figure,89678,42578
3352,481921,CCMCT,other/ambiguous cells,77101,39514
3353,481922,CCMCT,mitotic figure,55727,29607
3354,481923,CCMCT,mitotic figure,55459,29845
3355,481924,CCMCT,mitotic figure,55896,29363
3356,481925,CCMCT,mitotic figure,92471,60167
3357,481926,CCMCT,mitotic figure,91938,60018
3358,481927,CCMCT,mitotic figure,92094,60106
3359,481928,CCMCT,mitotic figure,91519,70373
3360,481929,CCMCT,tumor cell,41689,19080
3361,481930,CCMCT,mitotic figure,64540,69667
3362,481931,CCMCT,mitotic figure,91788,64121
3363,481932,CCMCT,mitotic figure,64973,48485
3364,481933,CCMCT,mitotic figure,64709,48561
3365,481934,CCMCT,mitotic figure,91703,57341
3366,481935,CCMCT,mitotic figure,72748,41648
3367,481936,CCMCT,mitotic figure,72750,49786
3368,481937,CCMCT,mitotic figure,73310,49825
3369,481938,CCMCT,mitotic figure,74096,38319
3370,481939,CCMCT,other/ambiguous cells,74218,38349
3371,481940,CCMCT,mitotic figure,74497,38615
3372,481941,CCMCT,Mitotic figure lookalike,79902,58645
3373,481942,CCMCT,mitotic figure,79686,58923
3374,481943,CCMCT,mitotic figure,86977,51334
3375,481944,CCMCT,mitotic figure,51403,37166
3376,481945,CCMCT,mitotic figure,51203,37323
3377,481946,CCMCT,mitotic figure,93510,54065
3378,481947,CCMCT,mitotic figure,93630,53837
3379,481948,CCMCT,mitotic figure,99896,53162
3380,481949,CCMCT,mitotic figure,79841,50821
3381,481950,CCMCT,tumor cell,80085,50631
3382,481951,CCMCT,tumor cell,79762,50677
3383,481952,CCMCT,tumor cell,69495,33986
3384,481953,CCMCT,mitotic figure,23571,33483
3385,481954,CCMCT,mitotic figure,78810,23733
3386,481955,CCMCT,mitotic figure,79156,23686
3387,481956,CCMCT,mitotic figure,19386,61682
3388,481957,CCMCT,mitotic figure,89857,58973
3389,481958,CCMCT,mitotic figure,39338,27531
3390,481959,CCMCT,mitotic figure,39411,27659
3391,481960,CCMCT,tumor cell,67834,25654
3392,481961,CCMCT,mitotic figure,67753,25780
3393,481962,CCMCT,mitotic figure,72867,22683
3394,481963,CCMCT,mitotic figure,36226,27832
3395,481964,CCMCT,tumor cell,35001,34839
3396,481965,CCMCT,mitotic figure,18822,53889
3397,481966,CCMCT,mitotic figure,18560,54160
3398,481967,CCMCT,mitotic figure,33555,34847
3399,481968,CCMCT,Mitotic figure lookalike,17846,52376
3400,481969,CCMCT,mitotic figure,97239,59352
3401,481970,CCMCT,mitotic figure,97296,59214
3402,481971,CCMCT,mitotic figure,93759,68695
3403,481972,CCMCT,mitotic figure,93929,68319
3404,481973,CCMCT,mitotic figure,89169,26606
3405,481974,CCMCT,mitotic figure,93132,38547
3406,481975,CCMCT,mitotic figure,20707,44263
3407,481976,CCMCT,tumor cell,79999,36273
3408,481977,CCMCT,tumor cell,81219,72368
3409,481978,CCMCT,mitotic figure,91217,54095
3410,481979,CCMCT,mitotic figure,85095,65294
3411,481980,CCMCT,mitotic figure,55659,49883
3412,481981,CCMCT,mitotic figure,90307,64155
